,keywords,question_text,y_pred
3328,"['calculus', 'distance', 'series', 'integral', 'velocity', 'geometric']","$PAR Two boys on bicycles, $dist miles apart, began racing directly toward each other.  The instant they started, a fly on the handle bar of one bicycle started flying straight toward the other cyclist.  As soon as it reached the other handle bar it turned and started back.  The fly flew back and forth in this way, from handle bar to handle bar, until the two bicycles met. $PAR If each bicycle had a constant speed of $vel_bike miles an hour, and the fly flew at a constant speed of $vel_fly miles an hour, how far did the fly fly?  \{ans_rule(20)\}",[]
3329,"['functions', 'definition of function', 'function notation']","Since Roger Bannister broke the 4-minute mile on May 6, 1954, the record has been lowered by over sixteen seconds.  The table below shows the year in which each new world record for the one-mile run was set and the times (in min:sec) of those records.  $BCENTER \{ begintable(8) \} \{ row(""Year"",""Time"","" "",""Year"",""Time"","" "",""Year"",""Time"") \} \{ row($year[0],$time[0], "" "" ,$year[7],$time[7], "" "" , $year[13],$time[13]) \} \{ row($year[1],$time[1], "" "" ,$year[8],$time[8], "" "" , $year[14],$time[14]) \} \{ row($year[2],$time[2], "" "" ,$year[9],$time[9], "" "" , $year[15],$time[15]) \} \{ row($year[3],$time[3], "" "" ,$year[10],$time[10], "" "" , $year[16],$time[16]) \} \{ row($year[4],$time[4], "" "" ,$year[11],$time[11], "" "" , $year[17],$time[17]) \} \{ row($year[5],$time[5], "" "" ,$year[12],$time[12], "" "" , $year[18],$time[18]) \} \{ row($year[6],$time[6], "" "", "" "", "" "", "" "", "" "", "" "" )  \} \{ endtable() \} $ECENTER  END_TEXT   $mc1 = new_multiple_choice();  $mc1 -> qa (""a) Is the time a function of the year?"",         ""NO""); $mc1 ->extra(""YES""); $mc1 ->makeLast(""NO"");  BEGIN_TEXT $PAR \{$mc1 -> print_q \}  \{$mc1 -> print_a\} END_TEXT  ANS(str_cmp( $mc1->correct_ans )   ) ;  $mc2 = new_multiple_choice();  $mc2 -> qa (""b) Is the year a function of the time?"",         ""YES""); $mc2 ->extra(""NO""); $mc2 ->makeLast(""NO"");  BEGIN_TEXT $PAR \{$mc2 -> print_q \}  \{$mc2 -> print_a\} END_TEXT  ANS(str_cmp( $mc2->correct_ans )   ) ;  BEGIN_TEXT $PAR Let \( y(r) \) be the year in which the world record, \(r\), was set. END_TEXT  $mc3 = new_multiple_choice();  $mc3 -> qa (""c) Which of the following statements best describes the meaning of the expression \(y(\mbox{3:47.33}) = 1981\)?"",         ""A record of 3:47.33 was set in 1981"");  $mc3 ->extra(""Just after 3:47 PM the record was set in 1981"",               ""The record was lowered by almost 4 seconds in 1981"",               ""1981 people ran the mile under a time of 3:47.33""); $mc3 ->makeLast(""None of the above"");  BEGIN_TEXT $PAR \{$mc3 -> print_q \}  \{$mc3 -> print_a\} END_TEXT  ANS(str_cmp( $mc3->correct_ans )   ) ;  BEGIN_TEXT $PAR d) Evaluate \(y( \mbox{$time[$i]} ) = \) \{ ans_rule(20) \} END_TEXT  ANS(num_cmp( $year[$i] ));   SOLUTION(EV3(<<'END_SOLUTION'));",[]
3330,"['functions', 'enter functions']","This problem demonstrates how you enter function answers into WeBWorK.  $PAR 	 First enter the absolute value of -7 in the box below.  $PAR  \{ans_rule(35) \} $PAR  When entering the answer, you should just enter the value 7. But WeBWorK will also accept abs -7 or even abs-7.  $PAR  $BBOLD Warning:$EBOLD WeBWorK will accept this or any other value equal to abs(-7), e.g. 7, or 14/2, or sqrt(49). However your instructor is almost certain to notice one of those incorrect ways of getting to a correct answer on a written assignment!  END_TEXT  $ans = ""abs(-7)""; ANS(fun_cmp($ans, limits=>[[0.2, 100]]));  BEGIN_TEXT  $PAR $HR $PAR 	 It is better to enter abs(x), even though WeBWorK will also accept abs x or even absx, because you are less likely to make a mistake.  Try entering abs(2x) without the parentheses and you may be surprised at what you get. Use the Preview button to see what you get.   $PAR   WeBWorK will evaluate standard calculations (such as abs or sqrt) before doing anything else, so abs 2x means first find the absolute value of 2 which gives abs(2) and then multiply by x.  $PAR  Try it.  \{ans_rule(35) \}  END_TEXT   $ans = ""abs(2*x)""; ANS(fun_cmp($ans, limits=>[[0.2, 100]]));  BEGIN_TEXT  $PAR $HR $PAR  Now enter the calculation \(2\sqrt{ t}\) using 2sqrt(t).   \{ans_rule(35) \}  $PAR  Note this uses the variable \(t\) and not \(x\). Try entering 2sqrt(x) and see what happens. Be carful to read the error statements in WeBWorK. They are trying to tell you where you made an error.  $PAR  When WeBWork says an answer doesn't \(parse\) correctly, that is it's overly computerish way of saying the answer doesn't fit the problem. It will also try to warn you that a parenthesis  or some other closing symbol is missing.  $PAR  $BBOLD Here's a tip from the lazy side! $EBOLD If you can highlight a text in a WeBWorK page, you can drag and drop it or copy into the answer box! Try it out. Enter 2sqrt(t) in the box above by highlighting, dragging and dropping. Be careful about picking up extra characters. But if you picked up an improperly placed period or comma, WeBWork will show you the error when you submit your answer. Drag/drop and copy make it much easier to do substitutions in formulas.  $PAR  ",[]
3331,"['differentiation', 'product', 'quotient']", $PAR Differentiate \(h(t) = (t^4- $a)^3 (t^3+ $b)^4\).  $PAR  \(h'(t)=\) \{ans_rule(60)\} ,[]
3332,['integral surface area'],"  The cylinder \(x^2 + y^2 = \{$r**2\}\) divides the sphere \(x^2 + y^2 + z^2 = \{$R**2\}\) into two regions \(I\) (for the region inside the cylinder), and \(O\) (for the region outside the cylinder).  Find the ratio of the areas \(A(O)/A(I)\).  $PAR \{ans_rule(30)\}",['calculus']
3333,['differential equaltion']," Solve the following differential equation:    \(\   ($dx)dx+($dy)dy=0\).    \{ ans_rule(30) \}  = constant.  \{ AnswerFormatHelp(""formulas"") \} ",['differential equaltion']
3334,['polynomial equations'],Use factoring to solve the polynomial equation:   HINT:  Try multiplying each side of the equation by a number to eliminate the denominators.  \[ \displaystyle \frac{x^2}{$n} + \frac{x}{$ab} + \frac{1}{$aPlusb} = 0 \] Answer:  \{ ans_rule(30) \} ,['polynomial equations']
3335,['probability'],"  There are five Oklahoma State Officials: Governor (G), Lieutenant Governer (L), Secretary of State (S), Attorney General (A), and Treasurer (T). Take all possible samples without replacement of size 3 that can be obtained from the population of five officials. (Note, there are 10 possible samples!)      (a)   What is the probability that  $quest1[$tag1]? \{ans_rule(15)\}  (b)  What is the probability that $quest1[$tag2]? \{ans_rule(15)\} ","['events', 'probability']"
3336,"['input', 'functions', 'solving', 'evaluating', 'output']"," New York state income tax is based on taxable income which is part of a person's total income.  The tax owed to the state is calculated using taxable income (not total income).  In 2005, for a single person with a taxable income between ${DOLLAR}20,000 and ${DOLLAR}100,000, the tax owed was ${DOLLAR}973 plus 6.85${PERCENT} of the taxable income over ${DOLLAR}20,000.  Answer the following questions, and DO NOT include any commas in your final answers. $PAR  (a) Compute the tax owed by a person whose taxable income is ${DOLLAR}$a_thou,000.  tax = ${DOLLAR}\{ ans_rule(15) \} (round to nearest dollar) $PAR (b) Consider a lawyer whose taxable income is $per${PERCENT} of her total income, ${DOLLAR}\(x\), where \(x\) is between ${DOLLAR}60,000 and ${DOLLAR}120,000.  Write a formula for \(T(x)\), the amount of taxable income (not the tax owed, yet).  \( T(x) = \) \{ ans_rule(30) \} $PAR (c) Write a formula for \(L(x)\), the amount owed by the lawyer in part (b).  \( L(x) = \) \{ ans_rule(30) \} $PAR (d) Use \(L(x)\) to evaluate the tax liability (amount owed) for \( x = $d_thou ,000 \) and compare your results to part (a).  \( L( $d ) = \) ${DOLLAR}\{ ans_rule(30) \} (round to nearest dollar) ",[]
3337,"['calculus', 'models', 'functions']",Find an expression for the function \(f(x)\) whose graph is given by the top half of the circle \[  (x-$a)^2 + y^2 = $b.\]  \(f(x)\) = \{ans_rule(25)\} $PAR $PAR,['algebra']
3338,"['range', 'functions', 'inverse', 'domain', 'function notation']", Find the inverse function of \( y = g(x) = $m x^3 + $b \)  \( g^{-1}(y) = \) \{ ans_rule(30) \} ,['inverse']
3339,"['solving equations', 'linear equations', 'linear', 'algebra']",Solve for \(y\). \[$a y -$b($c y + $d) = $e - $f ($g -y)\] \(y =\) \{ans_rule(10)\},['linear equations']
3340,['algebra'],"You are flying in an open plane at an altitude of $h feet and you drop a Coca Cola bottle out of the window.  The bottle will hit the ground after \{ ans_rule(10) \} seconds. (Note: this problem is a bit unrealistic since it ignores air drag.  The scenario described here provides the opening scene in the movie ""The Gods must be crazy."")   EOT   ANS(num_cmp($t));   TEXT(EV3(<<'EOT'));  Hint: Study the page on  \{htmlLink(""http://www.math.utah.edu/online/1010/gravity"", ""throwing rocks."")\} EOT    SOLUTION(EV3(<<'EOT'));  $BBOLD Solution:$EBOLD When the bottle hits the ground its height is zero. When the pilot drops the bottle out of the plane its vertical velocity is zero. We set \(h\) to zero in the  \{htmlLink(""http://www.math.utah.edu/online/1010/gravity"", ""formula for height:"")\} \(0 = $h - 16t^2.\) Thus \(t = \sqrt{\frac{$h}{16}} = $t\) seconds.",[]
3341,"['application', 'demand', 'business', 'supply']"," Sunny Mountain Company will make $a snow blowers available when the unit price is $DOLLAR$p.  At a unit price of $DOLLAR$pp, they will market $aa snow blowers. Find  the equation relating the unit price of a snow blower to the quantity  supplied if the relationship is known to be linear.    \( p(x) = \)\{ans_rule(20)\}     How many snow blowers will be marketed when the unit price is $DOLLAR$m?  (round UP to an integer) \{ ans_rule(10) \}  What is the lowest price at which a snow blower will be marketed?  (round UP to a whole dollar) $DOLLAR\{ ans_rule(10) \} ",[]
3342,"['simplifying equations', 'algebra']",The expression \(($a\sqrt{x}+$b\sqrt{y})($a\sqrt{x}-$b\sqrt{y})\) equals \{ans_rule(10) \} ,[]
3343,['trig'],Evaluate the  following expressions. $PAR \{$al->print_q\} $PAR Remark: Your answer cannot contain trigonometric functions; it must be an arithmetic expression or number.,['algebra']
3344,"['trigonometry', 'identity', 'algebra']",  Simplify each expression. $PAR \( $q1 \) = \{ans_rule(15)\}  \( $q2 \) = \{ans_rule(15)\}   \( $q3 \) = \{ans_rule(15)\}     ,"['trigonometry', 'identity']"
3345,"['calculus', 'derivatives', 'slope']","\{ beginproblem() \} \{ textbook_ref_exact(""Rogawski ET 2e"", ""10.2"",""48"") \} $PAR A ball dropped from a height of $hin feet begins to bounce. Each time it strikes  the ground, it returns to \(\frac{$num}{$den} \) of its previous height. What is the total distance traveled by the ball if it bounces infinitely many times? $PAR Total distance =  \{ans_rule()\} ",[]
3346,"['differentiation', 'product', 'quotient']","(a) Find the slope of the tangent line to the graph of \(y=x^3\) at the point \(($x, $y)\).  (b) Find the equation of the tangent line in part (a).    (a) \(m = \) \{ans_rule(20)\}  (b) \(y = \) \{ans_rule(20)\} ",['differentiation']
3347,"['circuits', 'ohms law', 'frequency domain', 'time domain']","\{ image([""irwin_08_005.gif""],tex_size=>500) \}  Calculate the current through the resistor  of value $R \(\Omega\)  in both the time domain and the frequency domain   in the figure if the voltage input is (a) \(v_1(t) = $V1\) V  cos \(($w rad/s * t + $PHI1 ^\circ)\) (b) \(v_2(t) = $V2\) V  sin \(($w rad/s * t + $PHI2 ^\circ)\)   (a) \(i_1(t)\) = \{ans_rule(15)\} A cos ( \{ans_rule(15)\} rad/s * t + \{ans_rule(15)\} degrees)     \(\textbf{I}_1\) = \{ans_rule(15)\} A \(\angle\) \{ans_rule(15)\} \(^\circ\) (b) \(i_2(t)\) = \{ans_rule(15)\} A cos ( \{ans_rule(15)\} rad/s * t + \{ans_rule(15)\} degrees)     \(\textbf{I}_2\) = \{ans_rule(15)\} A \(\angle\) \{ans_rule(15)\} \(^\circ\) $PAR","['frequency domain', 'capacitor', 'time domain', 'circuits']"
3348,"['infinite', 'limits']",Let \(\displaystyle  f(x)=\frac{$a x}{x+$b} \) .   $BBOLD a.) $EBOLD Find the horizontal asymptote.   Answer: \{ ans_rule(10) \}   $BBOLD b.) $EBOLD Find the vertical asymptote.  Answer: \{ ans_rule(10) \} ,[]
3349,"['statistics', 'descriptive statistics']","$PAR  Select True or False from each pull-down menu, depending on whether  the corresponding statement is true or false.   \{ $tf-> print_q \}  $PAR ",[]
3350,"['multivariable', 'calculus', 'curl', 'circulation integral', 'stokes theorem']"," Let \(\vec F = $fvec\).  $PAR ${BBOLD}(a)$EBOLD Find \( \mbox{curl }\vec F \).  \( \mbox{curl }\vec F = \) \{ ans_rule(25) \}  $PAR ${BBOLD}(b)$EBOLD What does your answer to part (a) tell you about  \( \int_C\vec F\cdot d\vec r \) where \( C \) is the circle \( (x-$x0)^2+(y-$y0)^2=1 \) in the \( xy \)-plane, oriented clockwise?  \( \int_C\vec F\cdot d\vec r = \) \{ ans_rule(25) \}  $PAR ${BBOLD}(c)$EBOLD If \( C \) is any closed curve, what can you say about  \( \int_C \vec F\cdot d\vec r \)?  \( \int_C \vec F\cdot d\vec r = \) \{ ans_rule(25) \}  $PAR ${BBOLD}(d)$EBOLD Now let \(C\) be the half circle \( (x-$x0)^2+(y-$y0)^2=1 \) in the \(xy\)-plane with \(y > $y0\), traversed from \(($x0p1, $y0)\) to \(($x0m1, $y0)\).  Find \( \int_C \vec F\cdot d\vec r \) by using your result from (c) and considering \(C\) plus the line segment connecting the endpoints of \(C\).  \( \int_C \vec F\cdot d\vec r = \) \{ ans_rule(25) \}  ","['line integral', 'vector field', 'multivariable', 'parametric curve', 'calculus']"
3351,"['inequalities', 'inequality', 'linear inequality', 'interval', 'algebra']","Express the inequality using interval notation.  $BBOLD Note: $EBOLD If the answer includes more than one interval write the intervals separated by the ""union"" symbol, U. If needed enter \(\infty \) as $BITALIC infinity $EITALIC and \(-\infty \) as $BITALIC -infinity $EITALIC .  \[ $a<x \le $b  \]  Answer: \{ans_rule(35) \} ","['inequalities', 'algebra', 'linear inequality']"
3352,"['differential equations', 'systems of odes']","Suppose $PAR \[ A(t) = \left\lbrack \begin{array}{rr} $A11 & $A12 \\ $A21 & $A22 \end{array} \right\rbrack. \]   Calculate \( A^{-1}(t) \) and \( \displaystyle\frac{d}{dt}\left( A^{-1}(t) \right) \). $PAR $BCENTER \{  mbox(   ""\( A^{-1}(t) = \)"",   display_matrix([   [$multians1->ans_rule(20),$multians1->ans_rule(20)],    [$multians1->ans_rule(20),$multians1->ans_rule(20)]   ], align=>'cc') ); \} $ECENTER   $PAR $BCENTER \{  mbox(   ""\( \displaystyle \frac{d}{dt}\left( A^{-1}(t) \right) = \)"",   display_matrix([   [$multians2->ans_rule(20),$multians2->ans_rule(20)],    [$multians2->ans_rule(20),$multians2->ans_rule(20)]   ], align=>'cc') ); \} $ECENTER ","['differential equations', 'systems of odes']"
3353,"['rantional equations', 'linear equations', 'algebra']",Solve the equation \(\displaystyle \frac{$a}{x}+\frac{$b}{2x} = $c\) algebraically.   \( x = \) \{ans_rule(20) \}  Please also use your calculator to verify your answer. ,"['algebra', 'rantional equations']"
3354,"['volume', 'integral']","Find the volume of the solid formed by rotating the region enclosed by  \[y=e^{$b x} + $c ,  \ y=0  ,  \ x=0 ,  \ x=$a \]  about the \(y\)-axis.   Answer: \{ans_rule(60)\}","['integrals', 'integral volume', 'calculus', 'volume']"
3355,"['linear algebra', 'antiderivatives', 'subspaces']",Indicate whether the statement is true or false.  \{ $tf-> print_q \} END_TEXT  #BEGIN_TEXT #Indicate whether the statement is true or false. # #\{ $tf-> print_q \},[]
3356,['polynomials'],Square the binomial:  \( ( $poly )^2  \) $PAR Answer:  \{ ans_rule(40) \} ,['polynomials']
3357,"['statistics', 'hypothesis testing']", Below is partial Excel output from a multiple regression: \[ \begin{array}{|l|r|r|r|r|r|} \hline \multicolumn{2}{|c|}{\mbox{Regression Statistics}} & & & & \\ \hline \mbox{Multiple R} & $multr & & & & \\ \hline \mbox{R Square}   & $r2    & & & & \\ \hline \mbox{Adjusted R Square} & $adjr2 & & & & \\ \hline \mbox{Standard Error} & $se & & & & \\ \hline \mbox{Observations} & $obs & & & & \\ \hline &  & & & & \\ \hline \mbox{ANOVA} & & & & & \\ \hline  & \mbox{df} &\mbox{SS} &\mbox{MS} &\mbox{F} &\mbox{Significance F} \\ \hline \mbox{Regression} & $dfreg & $ssr & $msr & $f & $fsig\\ \hline \mbox{Residual} & $dfres & $sse & $mse &   &  \\ \hline \mbox{Total} & $dftot & $sst &  &   &  \\ \hline &  & & & & \\ \hline & \mbox{Coefficients} & \mbox{Standard Error} & \mbox{t Stat} & \mbox{P-value} & \\ \hline \mbox{Intercept} & $b0 & $sb0 & $t0 & $p0 & \\ \hline \mbox{x1} & $b1 & $sb1 & $t1 & $p1 & \\ \hline \mbox{x2} & $b2 & $sb2 & $t2 & $p2 & \\ \hline \mbox{x3} & $b3 & $sb3 &     &     & \\ \hline \end{array} \] $PAR Suppose that the hypothesis test below is carried out:   $PAR \(\displaystyle \begin{array}{rl} H_0: & \beta_3 = 0 \\ H_1: & \beta_3 \not= 0 \\ \end{array}\) $PAR Find the test statistic and the corresponding p-value.  $PAR  Test Statistic = \{ ans_rule(15) \}  $PAR  p-Value = \{ ans_rule(15) \}  $PAR ,"['statistics', 'hypothesis testing']"
